heightOfBoard,widthOfBoard,numberOfMine,seed,r0,c0,summonMode,iterateMode,sTime,msTime,solved3BV,total3BV,isHelped
16,30,99,1736155467,4,7,3,-2,11,11000,16,144,0
16,30,99,1736155477,4,2,3,-2,82,82000,169,171,0
16,30,99,1736155563,6,5,3,-2,56,56000,84,152,0
16,30,99,1736155997,4,4,3,-2,97,97000,163,163,0
16,30,99,1736156103,5,3,3,-2,71,71000,178,178,0
16,30,99,1736156191,7,4,3,-2,78,78000,179,179,0
16,30,99,1736156256,3,5,3,-2,32,32000,61,173,0
16,30,99,1736156288,5,2,3,-2,68,68000,162,162,0
16,30,99,1736156413,5,3,3,-2,73,73000,169,169,0
16,30,99,1736156484,5,5,3,-2,77,77000,189,189,0
16,30,99,1736156565,2,0,3,-2,87,87000,144,168,0
16,30,99,1736156652,6,7,3,-2,16,16000,37,160,0
16,30,99,1736156669,6,4,3,-2,47,47000,119,202,0
16,30,99,1736156722,5,8,3,-2,81,81000,164,164,0
16,30,99,1736156809,6,1,3,-2,85,85000,167,167,0
16,30,99,1736156892,5,2,3,-2,73,73000,180,180,0
16,30,99,1736156967,2,3,3,-2,28,28000,53,189,0
16,30,99,1736156999,5,6,3,-2,94,94000,200,200,0
16,30,99,1736157097,9,6,3,-2,45,45000,93,147,0
16,30,99,1736157149,3,9,3,-2,72,72000,159,159,0
16,30,99,1736157225,5,6,3,-2,83,83000,208,208,0
16,30,99,1736166986,4,2,3,-2,2,2000,2,192,0
16,30,99,1736166987,4,3,3,-2,98,98000,185,185,0
16,30,99,1736167081,5,6,3,-2,81,81000,174,174,0
16,30,99,1736167164,6,4,3,-2,84,84000,167,167,0
16,30,99,1736167253,5,4,3,-2,62,62000,126,163,0
16,30,99,1736167319,5,3,3,-2,76,76000,151,151,0
16,30,99,1736167396,7,3,3,-2,17,17000,45,193,0
16,30,99,1736167416,7,1,3,-2,78,78000,181,181,0
16,30,99,1736167504,6,3,3,-2,27,27000,68,176,0
16,30,99,1736167529,4,2,3,-2,85,85000,170,170,0
16,30,99,1736167666,5,3,3,-2,77,77000,202,202,0
16,30,99,1736167750,2,1,3,-2,16,16000,44,179,0
16,30,99,1736167771,6,0,3,-2,83,83000,189,189,0
16,30,99,1736167855,6,3,3,-2,6,6000,13,184,0
16,30,99,1736167865,5,1,3,-2,75,75000,181,181,0
16,30,99,1736167948,4,0,3,-2,85,85000,184,184,0
16,30,99,1736168043,6,2,3,-2,67,67000,132,132,0
16,30,99,1736168180,5,5,3,-2,13,13000,19,159,0
16,30,99,1736168194,4,4,3,-2,74,74000,179,187,0
16,30,99,1736168283,4,5,3,-2,75,75000,145,145,0
16,30,99,1736168350,6,6,3,-2,34,34000,78,159,0
16,30,99,1736168389,6,3,3,-2,14,14000,32,192,0
16,30,99,1736168427,6,3,3,-2,79,79000,158,158,0
16,30,99,1736168491,5,4,3,-2,74,74000,153,192,0
16,30,99,1736168569,4,7,3,-2,16,16000,29,191,0
16,30,99,1736168591,6,3,3,-2,7,7000,19,171,0
16,30,99,1736168599,5,4,3,-2,71,71000,163,163,0
16,30,99,1736168700,5,3,3,-2,36,36000,72,173,0
16,30,99,1736168731,4,7,3,-2,25,25000,65,136,0
16,30,99,1736168761,4,4,3,-2,76,76000,177,177,0
16,30,99,1736168844,4,2,3,-2,5,5000,6,151,0
16,30,99,1736168851,4,1,3,-2,78,78000,187,187,0
16,30,99,1736168935,5,3,3,-2,31,31000,57,172,0
16,30,99,1736168972,7,3,3,-2,70,70000,150,150,0
16,30,99,1736169047,5,7,3,-2,39,39000,116,222,0
16,30,99,1736169086,4,4,3,-2,71,71000,189,189,0
16,30,99,1736169262,3,2,3,-2,82,82000,166,171,0
16,30,99,1736169363,5,5,3,-2,78,78000,165,165,0
16,30,99,1736169559,6,2,3,-2,69,69000,144,165,0
16,30,99,1736169639,4,4,3,-2,75,75000,157,157,0
16,30,99,1736169751,4,3,3,-2,76,76000,172,172,0
16,30,99,1736169824,5,6,3,-2,62,62000,132,132,0
16,30,99,1736169926,6,1,3,-2,71,71000,147,147,0
16,30,99,1736170005,4,6,3,-2,20,20000,45,165,0
16,30,99,1736170023,4,6,3,-2,85,85000,172,172,0
16,30,99,1736170118,5,9,3,-2,79,79000,182,182,0
16,30,99,1736170201,4,3,3,-2,26,26000,56,157,0
16,30,99,1736170245,6,5,3,-2,82,82000,182,182,0
16,30,99,1736170316,5,2,3,-2,109,109000,200,200,0
16,30,99,1736170429,7,4,3,-2,16,16000,35,177,0
16,30,99,1736170449,5,1,3,-2,6,6000,17,201,0
16,30,99,1736170461,5,4,3,-2,76,76000,149,149,0
16,30,99,1736170537,6,5,3,-2,73,73000,167,169,0
16,30,99,1736170611,6,7,3,-2,80,80000,146,146,0
16,30,99,1736170711,7,8,3,-2,62,62000,131,166,0
16,30,99,1736170765,4,5,3,-2,68,68000,171,171,0
16,30,99,1736170889,2,0,3,-2,87,87000,202,202,0
16,30,99,1736170980,6,3,3,-2,51,51000,119,178,0
16,30,99,1736171032,5,8,3,-2,20,20000,35,150,0
16,30,99,1736171056,2,3,3,-2,81,81000,176,176,0
16,30,99,1736171143,7,9,3,-2,71,71000,150,150,0
16,30,99,1736171217,3,3,3,-2,51,51000,99,166,0
16,30,99,1736171268,3,7,3,-2,76,76000,168,168,0
16,30,99,1736171350,3,2,3,-2,66,66000,179,179,0
16,30,99,1736171465,4,1,3,-2,71,71000,122,161,0
16,30,99,1736171527,7,7,3,-2,11,11000,25,166,0
16,30,99,1736171544,5,3,3,-2,31,31000,72,163,0
16,30,99,1736171584,4,6,3,-2,78,78000,200,205,0
16,30,99,1736171659,3,3,3,-2,8,8000,32,184,0
16,30,99,1736171669,5,4,3,-2,78,78000,165,165,0
16,30,99,1736171752,3,3,3,-2,51,51000,93,147,0
16,30,99,1736171810,3,4,3,-2,73,73000,185,190,0
16,30,99,1736171883,5,8,3,-2,82,82000,184,184,0
16,30,99,1736171966,6,2,3,-2,71,71000,170,174,0
16,30,99,1736172047,5,4,3,-2,12,12000,22,165,0
16,30,99,1736172071,7,5,3,-2,77,77000,119,137,0
16,30,99,1736172158,3,5,3,-2,47,47000,119,199,0
16,30,99,1736172184,6,7,3,-2,22,22000,59,175,0
16,30,99,1736172213,4,4,3,-2,72,72000,173,173,0
16,30,99,1736172284,6,9,3,-2,66,66000,121,146,0
16,30,99,1736172355,3,9,3,-2,11,11000,32,160,0
16,30,99,1736172366,5,4,3,-2,83,83000,163,163,0
16,30,99,1736172456,7,7,3,-2,82,82000,193,193,0
16,30,99,1736179305,9,5,3,-2,42,42000,62,151,0
16,30,99,1736179345,3,2,3,-2,52,52000,95,185,0
16,30,99,1736179403,4,5,3,-2,82,82000,147,170,0
16,30,99,1736179489,3,4,3,-2,16,16000,25,165,0
16,30,99,1736179510,5,1,3,-2,77,77000,162,162,0
16,30,99,1736179585,6,4,3,-2,87,87000,197,197,0
16,30,99,1736179682,1,1,3,-2,30,30000,72,171,0
16,30,99,1736179710,6,3,3,-2,75,75000,182,182,0
16,30,99,1736179796,4,6,3,-2,82,82000,188,188,0
16,30,99,1736179878,7,6,3,-2,76,76000,156,156,0
16,30,99,1736254585,5,3,3,-2,76,76000,205,205,0
16,30,99,1736254741,6,1,3,-2,30,30000,74,182,0
16,30,99,1736254740,4,1,3,-2,10,10000,34,176,0
16,30,99,1736254753,7,3,3,-2,43,43000,95,178,0
16,30,99,1736254800,5,2,3,-2,15,15000,22,176,0
16,30,99,1736254816,6,3,3,-2,18,18000,39,153,0
16,30,99,1736254846,6,0,3,-2,53,53000,126,205,0
16,30,99,1736254892,4,2,3,-2,45,45000,91,152,0
16,30,99,1736254940,8,3,3,-2,88,88000,139,148,0
16,30,99,1736255283,4,2,3,-2,15,15000,35,173,0
16,30,99,1736255292,8,4,3,-2,85,85000,183,183,0
16,30,99,1736255370,5,4,3,-2,49,49000,114,167,0
16,30,99,1736255416,4,6,3,-2,85,85000,151,151,0
16,30,99,1736255671,5,3,3,-2,79,79000,196,196,0
16,30,99,1736255751,6,2,3,-2,21,21000,52,168,0
16,30,99,1736255789,6,2,3,-2,14,14000,37,161,0
16,30,99,1736255801,8,3,3,-2,75,75000,165,166,0
16,30,99,1736255870,6,2,3,-2,79,79000,186,186,0
16,30,99,1736255951,6,1,3,-2,5,5000,9,161,0
16,30,99,1736255971,5,1,3,-2,70,70000,128,170,0
16,30,99,1736256035,7,5,3,-2,8,8000,17,161,0
16,30,99,1736256051,4,1,3,-2,60,60000,89,167,0
16,30,99,1736256126,6,1,3,-2,81,81000,181,181,0
16,30,99,1736256192,6,2,3,-2,71,71000,160,160,0
16,30,99,1736256267,5,3,3,-2,74,74000,201,201,0
16,30,99,1736256393,4,2,3,-2,74,74000,176,176,0
16,30,99,1736256473,8,5,3,-2,43,43000,116,193,0
16,30,99,1736256514,5,2,3,-2,70,70000,128,128,0
16,30,99,1736256602,5,3,3,-2,28,28000,75,181,0
16,30,99,1736256627,5,4,3,-2,10,10000,32,192,0
16,30,99,1736256636,6,2,3,-2,67,67000,142,146,0
16,30,99,1736256711,4,8,3,-2,14,14000,25,163,0
16,30,99,1736256726,6,0,3,-2,65,65000,129,135,0
16,30,99,1736256795,5,2,3,-2,69,69000,179,179,0
16,30,99,1736256898,4,1,3,-2,32,32000,72,163,0
16,30,99,1736256931,7,2,3,-2,60,60000,127,173,0
16,30,99,1736256993,6,3,3,-2,33,33000,65,124,0
16,30,99,1736257030,8,6,3,-2,4,4000,4,187,0
16,30,99,1736257036,6,1,3,-2,64,64000,148,174,0
16,30,99,1736257105,7,6,3,-2,75,75000,176,176,0
16,30,99,1736257183,6,2,3,-2,79,79000,151,151,0
16,30,99,1736257302,6,1,3,-2,12,12000,22,158,0
16,30,99,1736257278,5,3,3,-2,28,28000,61,176,0
16,30,99,1736257315,4,6,3,-2,72,72000,148,168,0
16,30,99,1736257397,5,3,3,-2,81,81000,172,172,0
16,30,99,1736257477,6,0,3,-2,79,79000,189,189,0
16,30,99,1736257553,6,2,3,-2,39,39000,93,196,0
16,30,99,1736257602,4,4,3,-2,21,21000,45,149,0
16,30,99,1736257625,8,1,3,-2,85,85000,179,179,0
16,30,99,1736257758,5,1,3,-2,105,105000,178,178,0
16,30,99,1736257860,6,2,3,-2,113,113000,165,165,0
16,30,99,1736257978,5,3,3,-2,102,102000,177,187,0
16,30,99,1736258086,5,1,3,-2,100,100000,149,149,0
16,30,99,1736258186,6,0,3,-2,56,56000,94,182,0
16,30,99,1736258249,5,2,3,-2,14,14000,23,165,0
16,30,99,1736258260,3,0,3,-2,90,90000,146,167,0
16,30,99,1736258356,8,4,3,-2,43,43000,81,197,0
16,30,99,1736258409,6,1,3,-2,7,7000,14,172,0
16,30,99,1736258414,5,3,3,-2,94,94000,141,170,0
16,30,99,1736258506,4,2,3,-2,104,104000,175,175,0
16,30,99,1736258622,7,1,3,-2,71,71000,131,228,0
16,30,99,1736258700,7,3,3,-2,10,10000,18,166,0
16,30,99,1736258707,5,2,3,-2,25,25000,49,153,0
16,30,99,1736258740,7,3,3,-2,43,43000,70,183,0
16,30,99,1736258790,5,5,3,-2,30,30000,57,224,0
16,30,99,1736258828,5,4,3,-2,2,2000,3,159,0
16,30,99,1736258820,4,2,3,-2,73,73000,118,167,0
16,30,99,1736258900,4,4,3,-2,6,6000,13,178,0
16,30,99,1736258924,3,2,3,-2,103,103000,169,169,0
16,30,99,1736259011,7,2,3,-2,97,97000,178,195,0
16,30,99,1736259115,6,5,3,-2,42,42000,67,169,0
16,30,99,1736259161,5,1,3,-2,75,75000,161,161,0
16,30,99,1736259239,4,2,3,-2,79,79000,164,164,0
16,30,99,1736259320,6,7,3,-2,74,74000,154,154,0
16,30,99,1736259448,6,2,3,-2,25,25000,56,173,0
16,30,99,1736259463,4,3,3,-2,80,80000,176,176,0
16,30,99,1736259544,3,6,3,-2,75,75000,173,173,0
16,30,99,1736259625,5,7,3,-2,11,11000,31,189,0
16,30,99,1736259640,7,3,3,-2,55,55000,106,150,0
16,30,99,1736259701,5,5,3,-2,60,60000,130,168,0
16,30,99,1736259763,5,8,3,-2,69,69000,176,176,0
16,30,99,1736259977,4,3,3,-2,78,78000,193,193,0
16,30,99,1736260058,7,3,3,-2,73,73000,150,150,0
16,30,99,1736260131,6,2,3,-2,71,71000,139,139,0
16,30,99,1736260210,7,3,3,-2,89,89000,191,191,0
16,30,99,1736260301,6,1,3,-2,82,82000,203,203,0
16,30,99,1736346234,4,0,3,-2,94,94000,164,164,0
16,30,99,1736346320,5,4,3,-2,8,8000,16,191,0
16,30,99,1736346355,3,0,3,-2,72,72000,172,184,0
16,30,99,1736346423,7,6,3,-2,60,60000,108,166,0
16,30,99,1736346466,5,3,3,-2,46,46000,112,171,0
16,30,99,1736346515,5,3,3,-2,65,65000,129,129,0
16,30,99,1736346655,4,1,3,-2,84,84000,200,200,0
16,30,99,1736346738,5,7,3,-2,61,61000,146,198,0
16,30,99,1736346796,3,2,3,-2,62,62000,143,186,0
16,30,99,1736346865,4,8,3,-2,80,80000,166,171,0
16,30,99,1736346942,3,19,3,-2,59,59000,131,177,0
16,30,99,1736347010,5,7,3,-2,13,13000,25,175,0
16,30,99,1736347028,5,0,3,-2,76,76000,155,157,0
16,30,99,1736347129,5,6,3,-2,41,41000,102,178,0
16,30,99,1736347154,6,2,3,-2,5,5000,11,170,0
16,30,99,1736347160,4,2,3,-2,78,78000,199,199,0
16,30,99,1736347253,7,2,3,-2,28,28000,48,135,0
16,30,99,1736347276,4,6,3,-2,98,98000,168,168,0
16,30,99,1736347394,4,2,3,-2,24,24000,53,141,0
16,30,99,1736347402,5,2,3,-2,25,25000,61,167,0
16,30,99,1736347432,5,3,3,-2,38,38000,84,180,0
16,30,99,1736347481,4,5,3,-2,18,18000,35,184,0
16,30,99,1736347498,5,0,3,-2,43,43000,105,182,0
16,30,99,1736347537,6,8,3,-2,76,76000,153,153,0
16,30,99,1736347623,5,5,3,-2,76,76000,162,162,0
16,30,99,1736347710,4,1,3,-2,57,57000,117,171,0
16,30,99,1736347781,5,3,3,-2,51,51000,119,161,0
16,30,99,1736347822,4,5,3,-2,28,28000,76,164,0
16,30,99,1736347863,5,0,3,-2,36,36000,63,163,0
16,30,99,1736347884,5,5,3,-2,33,33000,67,169,0
16,30,99,1736347921,5,7,3,-2,102,102000,155,155,0
16,30,99,1736348023,5,0,3,-2,13,13000,23,183,0
16,30,99,1736348039,1,2,3,-2,50,50000,132,156,0
16,30,99,1736348101,7,7,3,-2,84,84000,170,170,0
16,30,99,1736348183,6,4,3,-2,74,74000,172,172,0
16,30,99,1736348259,4,1,3,-2,41,41000,96,158,0
16,30,99,1736348299,5,6,3,-2,55,55000,125,150,0
16,30,99,1736348359,7,1,3,-2,13,13000,32,227,0
16,30,99,1736348373,5,0,3,-2,75,75000,165,165,0
16,30,99,1736348454,3,3,3,-2,76,76000,184,184,0
16,30,99,1736348542,4,0,3,-2,37,37000,87,148,0
16,30,99,1736348575,4,8,3,-2,2,2000,1,174,0
16,30,99,1736348583,4,3,3,-2,73,73000,182,182,0
16,30,99,1736348653,7,4,3,-2,92,92000,156,156,0
16,30,99,1736348764,3,2,3,-2,1,1000,2,176,0
16,30,99,1736348764,3,2,3,-2,13,13000,28,176,0
16,30,99,1736348777,3,4,3,-2,65,65000,143,174,0
16,30,99,1736348841,5,2,3,-2,33,33000,108,233,0
16,30,99,1736348876,4,5,3,-2,5,5000,10,166,0
16,30,99,1736348898,7,1,3,-2,65,65000,133,133,0
16,30,99,1736349094,4,2,3,-2,77,77000,134,134,0
16,30,99,1736349173,4,4,3,-2,77,77000,156,156,0
16,30,99,1736349256,7,4,3,-2,64,64000,129,129,0
16,30,99,1736349360,4,0,3,-2,63,63000,122,122,0
16,30,99,1736349461,4,2,3,-2,58,58000,129,194,0
16,30,99,1736349517,5,2,3,-2,53,53000,122,174,0
16,30,99,1736349573,5,5,3,-2,82,82000,189,189,0
16,30,99,1736349659,4,1,3,-2,52,52000,128,180,0
16,30,99,1736349713,4,3,3,-2,48,48000,97,167,0
16,30,99,1736349765,4,5,3,-2,72,72000,149,149,0
16,30,99,1736349845,2,2,3,-2,69,69000,190,190,0
16,30,99,1736349951,2,2,3,-2,66,66000,143,143,0
16,30,99,1736350047,3,4,3,-2,69,69000,185,185,0
16,30,99,1736350138,2,0,3,-2,38,38000,83,163,0
16,30,99,1736350187,6,4,3,-2,83,83000,175,175,0
16,30,99,1736350270,7,2,3,-2,78,78000,197,205,0
16,30,99,1736350352,8,3,3,-2,23,23000,53,165,0
16,30,99,1736350390,4,3,3,-2,79,79000,178,178,0
16,30,99,1736350458,3,2,3,-2,66,66000,150,150,0
16,30,99,1736350566,4,1,3,-2,63,63000,135,208,0
16,30,99,1736350630,6,2,3,-2,72,72000,169,169,0
16,30,99,1736350705,7,3,3,-2,71,71000,162,172,0
16,30,99,1736350781,8,2,3,-2,76,76000,136,166,0
16,30,99,1736350870,4,0,3,-2,76,76000,162,162,0
16,30,99,1736350940,6,4,3,-2,79,79000,188,188,0
16,30,99,1736351024,6,6,3,-2,11,11000,24,171,0
16,30,99,1736351039,4,2,3,-2,80,80000,175,175,0
16,30,99,1736351121,3,1,3,-2,80,80000,180,180,0
16,30,99,1736351203,6,5,3,-2,15,15000,28,175,0
16,30,99,1736351218,4,1,3,-2,53,53000,79,138,0
16,30,99,1736351277,6,5,3,-2,2,2000,3,178,0
16,30,99,1736351277,4,3,3,-2,11,11000,28,177,0
16,30,99,1736351295,6,1,3,-2,81,81000,183,183,0
16,30,99,1736351383,5,5,3,-2,75,75000,183,183,0
16,30,99,1736351452,9,4,3,-2,19,19000,40,160,0
16,30,99,1736351481,8,0,3,-2,79,79000,182,182,0
16,30,99,1736351584,4,8,3,-2,75,75000,188,188,0
16,30,99,1736351636,4,4,3,-2,81,81000,192,192,0
16,30,99,1736351721,6,4,3,-2,29,29000,55,145,0
16,30,99,1736351751,3,6,3,-2,73,73000,143,143,0
16,30,99,1736351827,4,5,3,-2,90,90000,189,199,0
16,30,99,1736351930,5,3,3,-2,14,14000,35,171,0
16,30,99,1736351947,5,5,3,-2,58,58000,121,164,0
16,30,99,1736352006,4,5,3,-2,71,71000,155,155,0
16,30,99,1736352075,4,0,3,-2,68,68000,155,155,0
16,30,99,1736353203,4,4,3,-2,66,66000,138,155,0
16,30,99,1736353287,6,1,3,-2,78,78000,197,197,0
16,30,99,1736353354,6,4,3,-2,76,76000,166,187,0
16,30,99,1736353430,5,5,3,-2,42,42000,101,194,0
16,30,99,1736353481,3,2,3,-2,11,11000,34,187,0
16,30,99,1736353490,5,4,3,-2,81,81000,143,143,0
16,30,99,1736608709,3,0,3,-2,1,1000,3,182,0
16,30,99,1736608707,4,2,3,-2,48,48000,105,167,0
16,30,99,1736608757,4,1,3,-2,116,116000,195,195,0
16,30,99,1736608902,5,4,3,-2,89,89000,166,166,0
16,30,99,1736608969,6,2,3,-2,35,35000,94,188,0
16,30,99,1736609007,4,3,3,-2,6,6000,19,191,0
16,30,99,1736609016,2,3,3,-2,91,91000,207,207,0
16,30,99,1736609116,6,0,3,-2,76,76000,178,178,0
16,30,99,1736609209,5,2,3,-2,29,29000,64,160,0
16,30,99,1736609422,3,2,3,-2,80,80000,161,161,0
16,30,99,1736609501,5,2,3,-2,90,90000,163,163,0
16,30,99,1736609603,6,3,3,-2,79,79000,158,158,0
16,30,99,1736609678,6,1,3,-2,56,56000,135,158,0
16,30,99,1736609741,6,0,3,-2,71,71000,147,147,0
16,30,99,1736609835,5,3,3,-2,84,84000,193,193,0
16,30,99,1736609911,5,2,3,-2,83,83000,165,165,0
16,30,99,1736610001,3,1,3,-2,79,79000,156,156,0
16,30,99,1736610084,6,4,3,-2,9,9000,15,212,0
16,30,99,1736610125,5,4,3,-2,61,61000,139,156,0
16,30,99,1736610158,6,5,3,-2,74,74000,160,160,0
16,30,99,1736610236,4,10,3,-2,70,70000,112,141,0
16,30,99,1736610305,4,4,3,-2,69,69000,142,157,0
16,30,99,1736610382,4,4,3,-2,75,75000,152,152,0
16,30,99,1736610461,6,1,3,-2,76,76000,170,170,0
16,30,99,1736610547,3,1,3,-2,83,83000,190,190,0
16,30,99,1736610631,6,3,3,-2,68,68000,142,142,0
16,30,99,1736781254,5,2,3,-2,71,71000,141,210,0
16,30,99,1736781347,6,1,3,-2,91,91000,206,206,0
16,30,99,1736781434,5,1,3,-2,10,10000,19,156,0
16,30,99,1736781434,4,1,3,-2,79,79000,156,156,0
16,30,99,1736781528,6,1,3,-2,72,72000,149,157,0
16,30,99,1736781595,5,2,3,-2,78,78000,190,190,0
16,30,99,1736781672,4,2,3,-2,20,20000,33,138,0
16,30,99,1736781695,5,3,3,-2,9,9000,12,178,0
16,30,99,1736781722,5,1,3,-2,72,72000,147,147,0
16,30,99,1736781782,6,1,3,-2,57,57000,132,181,0
16,30,99,1736781848,3,2,3,-2,76,76000,174,174,0
16,30,99,1736781950,3,2,3,-2,72,72000,155,155,0
16,30,99,1736782001,7,0,3,-2,77,77000,154,154,0
16,30,99,1736782106,1,12,3,-2,88,88000,214,214,0
16,30,99,1736782178,4,2,3,-2,3,3000,5,169,0
16,30,99,1736782201,4,1,3,-2,78,78000,161,161,0
16,30,99,1736782266,5,3,3,-2,85,85000,193,193,0
16,30,99,1736782356,3,1,3,-2,39,39000,93,202,0
16,30,99,1736782397,6,3,3,-2,83,83000,182,182,0
16,30,99,1736782483,6,0,3,-2,78,78000,185,185,0
16,30,99,1736782896,5,2,3,-2,2,2000,7,166,0
16,30,99,1736782896,3,1,3,-2,4,4000,7,172,0
16,30,99,1736782913,8,6,3,-2,86,86000,163,163,0
16,30,99,1736783062,1,2,3,-2,72,72000,166,166,1
16,30,99,1736783151,2,2,3,-2,38,38000,106,201,0
16,30,99,1736783192,7,6,3,-2,6,6000,18,142,0
16,30,99,1736783206,4,4,3,-2,90,90000,177,183,0
16,30,99,1736783294,8,3,3,-2,29,29000,67,172,0
16,30,99,1736783320,5,4,3,-2,84,84000,166,166,0
16,30,99,1736783436,1,0,3,-2,94,94000,143,155,0
16,30,99,1736783523,4,2,3,-2,83,83000,132,182,0
16,30,99,1736783616,6,3,3,-2,43,43000,67,174,0
16,30,99,1736783658,5,2,3,-2,80,80000,118,161,0
16,30,99,1736783744,3,1,3,-2,37,37000,58,176,0
16,30,99,1736783791,4,4,3,-2,105,105000,174,177,0
16,30,99,1736783897,3,4,3,-2,52,52000,101,153,0
16,30,99,1736783951,7,7,3,-2,40,40000,49,171,0
16,30,99,1736783999,6,2,3,-2,36,36000,67,197,0
16,30,99,1736784039,7,4,3,-2,114,114000,187,187,0
16,30,99,1736784321,5,1,3,-2,14,14000,14,176,0
16,30,99,1736784327,3,3,3,-2,30,30000,52,138,0
16,30,99,1736784359,6,5,3,-2,127,127000,179,179,0
16,30,99,1736784495,6,2,3,-2,7,7000,8,137,0
16,30,99,1736784507,4,3,3,-2,68,68000,117,177,0
16,30,99,1736784577,7,2,3,-2,109,109000,149,149,0
16,30,99,1736784692,5,2,3,-2,8,8000,14,166,0
16,30,99,1736784700,5,0,3,-2,57,57000,92,163,0
16,30,99,1736784758,3,3,3,-2,37,37000,60,143,0
16,30,99,1736784814,4,3,3,-2,60,60000,119,220,0
16,30,99,1736784864,5,3,3,-2,117,117000,174,174,0
16,30,99,1736857915,4,3,3,-2,51,51000,106,186,0
16,30,99,1736857991,5,3,3,-2,82,82000,179,179,0
16,30,99,1736858061,3,1,3,-2,9,9000,18,190,0
16,30,99,1736858068,5,3,3,-2,73,73000,175,175,0
16,30,99,1736858163,5,2,3,-2,83,83000,173,175,0
16,30,99,1736858247,5,0,3,-2,34,34000,69,165,0
16,30,99,1736858286,3,1,3,-2,95,95000,203,203,0
16,30,99,1736858379,5,1,3,-2,54,54000,108,164,0
16,30,99,1736858447,5,2,3,-2,70,70000,159,174,0
16,30,99,1736859115,3,1,3,-2,82,82000,187,187,0
16,30,99,1736859188,2,0,3,-2,79,79000,156,156,0
16,30,99,1736859270,3,3,3,-2,78,78000,159,159,0
16,30,99,1736859357,4,3,3,-2,76,76000,180,180,0
16,30,99,1736859429,5,2,3,-2,40,40000,97,214,0
16,30,99,1736859476,6,3,3,-2,70,70000,181,181,0
16,30,99,1736859560,4,3,3,-2,19,19000,31,150,0
16,30,99,1736859578,5,3,3,-2,77,77000,153,153,0
16,30,99,1736859659,8,2,3,-2,71,71000,174,174,0
16,30,99,1736859734,6,2,3,-2,79,79000,176,176,0
16,30,99,1736859826,4,2,3,-2,79,79000,209,209,0
16,30,99,1736859914,3,2,3,-2,97,97000,179,179,0
16,30,99,1736860019,3,5,3,-2,77,77000,149,149,0
16,30,99,1736860098,4,4,3,-2,78,78000,139,139,0
16,30,99,1736860176,5,5,3,-2,47,47000,107,164,0
16,30,99,1736860229,7,5,3,-2,75,75000,168,168,0
16,30,99,1736860306,8,6,3,-2,27,27000,55,153,0
16,30,99,1736860341,4,5,3,-2,39,39000,83,172,0
16,30,99,1736860382,5,5,3,-2,70,70000,148,148,0
16,30,99,1736860471,4,3,3,-2,5,5000,8,176,0
16,30,99,1736860480,1,20,3,-2,69,69000,159,159,0
16,30,99,1736860586,6,12,3,-2,61,61000,154,211,0
16,30,99,1736860650,6,8,3,-2,77,77000,140,147,0
16,30,99,1736860731,5,5,3,-2,23,23000,50,155,0
16,30,99,1736860761,5,5,3,-2,72,72000,164,164,0
16,30,99,1736860835,7,1,3,-2,19,19000,25,139,0
16,30,99,1736860863,6,2,3,-2,5,5000,15,174,0
16,30,99,1736860872,8,2,3,-2,76,76000,164,164,0
16,30,99,1736860949,5,9,3,-2,35,35000,72,160,0
16,30,99,1736860985,6,4,3,-2,74,74000,197,197,0
16,30,99,1736861078,4,1,3,-2,81,81000,207,207,0
16,30,99,1736861168,4,6,3,-2,50,50000,106,165,0
16,30,99,1736861212,6,12,3,-2,72,72000,181,181,0
16,30,99,1736861284,7,2,3,-2,11,11000,11,138,0
16,30,99,1736861298,7,3,3,-2,76,76000,145,148,0
16,30,99,1736861383,6,2,3,-2,66,66000,132,132,0
16,30,99,1736861524,3,1,3,-2,69,69000,177,183,0
16,30,99,1736861609,2,8,3,-2,81,81000,186,186,0
16,30,99,1736861679,4,3,3,-2,75,75000,176,176,0
16,30,99,1736861758,5,5,3,-2,62,62000,133,172,0
16,30,99,1736861831,6,10,3,-2,91,91000,186,186,0
16,30,99,1736861916,4,3,3,-2,12,12000,33,149,0
16,30,99,1736861940,4,4,3,-2,51,51000,103,175,0
16,30,99,1736862001,9,4,3,-2,26,26000,61,171,0
16,30,99,1736862020,3,1,3,-2,78,78000,160,160,0
16,30,99,1736862098,9,2,3,-2,23,23000,44,173,0
16,30,99,1736862131,5,3,3,-2,83,83000,195,195,0
16,30,99,1736862210,6,2,3,-2,80,80000,138,138,0
42,88,715,1736862460,4,4,3,-2,93,93000,135,1260,0
42,88,715,1736862517,5,6,3,-2,74,74000,136,1306,0
42,88,715,1736862590,6,6,3,-2,120,120000,206,1235,0
42,88,715,1736862723,5,5,3,-2,20,20000,33,1219,0
42,88,715,1736862777,4,6,3,-2,90,90000,148,1192,0
42,88,715,1736862852,10,14,3,-2,107,107000,136,1267,0
42,88,715,1736862967,13,6,3,-2,1084,1084000,1255,1255,0
16,30,99,1736908734,3,2,3,-2,95,95000,167,167,0
16,30,99,1736908832,5,4,3,-2,21,21000,38,166,0
16,30,99,1736908855,6,3,3,-2,69,69000,161,161,0
16,30,99,1736908971,3,1,3,-2,113,113000,210,210,0
16,30,99,1736909072,7,3,3,-2,82,82000,166,166,0
16,30,99,1736909163,4,5,3,-2,36,36000,84,186,0
16,30,99,1736909210,4,7,3,-2,60,60000,155,196,0
16,30,99,1736909273,5,6,3,-2,26,26000,41,168,0
