heightOfBoard,widthOfBoard,numberOfMine,seed,r0,c0,summonMode,iterateMode,sTime,msTime,solved3BV,total3BV,isHelped
16,30,99,1735644236,6,3,3,-2,68,68000,148,148,0
16,30,99,1735649412,3,2,3,-2,19,19000,51,193,0
16,30,99,1735649433,5,3,3,-2,12,12000,22,177,0
16,30,99,1735649455,5,2,3,-2,2,2000,2,151,0
16,30,99,1735649456,2,1,3,-2,28,28000,66,187,0
16,30,99,1735649483,5,2,3,-2,78,78000,166,166,0
16,30,99,1735649577,4,0,3,-2,65,65000,117,155,0
16,30,99,1735649636,3,5,3,-2,55,55000,114,186,0
16,30,99,1735649691,4,2,3,-2,79,79000,187,187,0
16,30,99,1735649775,3,1,3,-2,11,11000,17,202,0
16,30,99,1735649789,4,3,3,-2,22,22000,50,175,0
16,30,99,1735649814,5,3,3,-2,3,3000,5,136,0
16,30,99,1735649819,3,1,3,-2,80,80000,191,191,0
16,30,99,1735649903,5,1,3,-2,79,79000,180,180,0
16,30,99,1735649986,5,3,3,-2,37,37000,81,157,0
16,30,99,1735650033,3,5,3,-2,72,72000,161,161,0
16,30,99,1735650103,5,3,3,-2,70,70000,170,170,0
16,30,99,1735650184,2,1,3,-2,70,70000,149,157,0
16,30,99,1735650257,4,1,3,-2,80,80000,140,140,0
16,30,99,1735650347,5,3,3,-2,83,83000,183,183,0
16,30,99,1735650426,4,0,3,-2,77,77000,172,172,0
16,30,99,1735650508,6,1,3,-2,58,58000,127,157,0
16,30,99,1735650568,4,3,3,-2,1,1000,1,165,0
16,30,99,1735650591,4,2,3,-2,4,4000,6,196,0
16,30,99,1735650591,4,2,3,-2,34,34000,94,196,0
16,30,99,1735650616,6,4,3,-2,72,72000,168,168,0
16,30,99,1735650701,6,1,3,-2,81,81000,200,200,0
16,30,99,1735650779,3,3,3,-2,77,77000,134,138,0
16,30,99,1735650860,3,5,3,-2,80,80000,169,169,0
16,30,99,1735650939,5,3,3,-2,2,2000,5,160,0
16,30,99,1735650947,4,2,3,-2,9,9000,10,154,0
16,30,99,1735650958,7,3,3,-2,8,8000,17,177,0
16,30,99,1735650970,5,3,3,-2,82,82000,164,164,0
16,30,99,1735651053,3,1,3,-2,53,53000,121,168,0
16,30,99,1735651110,5,4,3,-2,18,18000,33,155,0
16,30,99,1735651134,6,5,3,-2,36,36000,73,145,0
16,30,99,1735651182,8,6,3,-2,74,74000,181,181,0
16,30,99,1735651254,4,3,3,-2,55,55000,132,150,0
16,30,99,1735651304,6,6,3,-2,84,84000,179,179,0
16,30,99,1735651397,6,2,3,-2,72,72000,160,160,0
16,30,99,1735651481,1,1,3,-2,1,1000,1,184,0
16,30,99,1735651487,4,4,3,-2,66,66000,147,147,0
16,30,99,1735651643,5,4,3,-2,41,41000,99,176,0
16,30,99,1735651663,6,5,3,-2,71,71000,163,179,0
16,30,99,1735651738,6,4,3,-2,21,21000,41,185,0
16,30,99,1735651762,6,1,3,-2,56,56000,114,183,0
16,30,99,1735651832,6,6,3,-2,33,33000,77,182,0
16,30,99,1735651854,7,4,3,-2,24,24000,61,182,0
16,30,99,1735651883,6,4,3,-2,38,38000,82,147,0
16,30,99,1735651921,3,5,3,-2,9,9000,9,199,0
16,30,99,1735651936,5,2,3,-2,77,77000,156,161,0
16,30,99,1735652013,0,4,3,-2,77,77000,179,179,0
16,30,99,1735652105,7,6,3,-2,22,22000,41,144,0
16,30,99,1735652118,5,3,3,-2,72,72000,155,155,0
16,30,99,1735652192,7,1,3,-2,3,3000,15,194,0
16,30,99,1735652216,3,2,3,-2,36,36000,108,193,0
16,30,99,1735652248,7,3,3,-2,17,17000,33,164,0
16,30,99,1735652268,2,1,3,-2,40,40000,116,204,0
16,30,99,1735652310,4,3,3,-2,8,8000,29,199,0
16,30,99,1735652324,6,4,3,-2,79,79000,172,172,0
16,30,99,1735652411,1,1,3,-2,49,49000,123,171,0
16,30,99,1735652454,5,9,3,-2,74,74000,174,174,0
16,30,99,1735652539,6,1,3,-2,78,78000,168,168,0
16,30,99,1735652618,5,8,3,-2,70,70000,146,163,0
16,30,99,1735652694,3,0,3,-2,74,74000,139,139,0
16,30,99,1735652772,5,4,3,-2,6,6000,13,182,0
16,30,99,1735652785,2,1,3,-2,6,6000,10,174,0
16,30,99,1735652801,9,0,3,-2,39,39000,73,158,0
16,30,99,1735652844,6,5,3,-2,76,76000,158,158,0
16,30,99,1735652915,8,3,3,-2,15,15000,37,166,0
16,30,99,1735652933,8,1,3,-2,77,77000,177,177,0
16,30,99,1735653009,6,5,3,-2,11,11000,30,170,0
16,30,99,1735653024,6,0,3,-2,64,64000,153,153,0
16,30,99,1735653215,7,2,3,-2,73,73000,182,182,0
16,30,99,1735653300,9,2,3,-2,75,75000,181,181,0
16,30,99,1735653371,4,1,3,-2,67,67000,160,160,0
16,30,99,1735653472,4,1,3,-2,68,68000,185,185,0
16,30,99,1735653575,3,1,3,-2,56,56000,130,158,0
16,30,99,1735653634,4,4,3,-2,74,74000,171,171,0
16,30,99,1735653714,4,2,3,-2,5,5000,13,147,0
16,30,99,1735653713,5,2,3,-2,74,74000,167,167,0
16,30,99,1735653795,0,2,3,-2,62,62000,134,152,0
16,30,99,1735653864,8,2,3,-2,66,66000,146,146,0
16,30,99,1735653965,4,2,3,-2,78,78000,154,154,0
16,30,99,1735654042,4,4,3,-2,76,76000,185,195,0
16,30,99,1735654128,8,6,3,-2,15,15000,44,189,0
16,30,99,1735654146,7,1,3,-2,33,33000,67,183,0
16,30,99,1735654170,8,4,3,-2,77,77000,168,168,0
16,30,99,1735654253,6,5,3,-2,14,14000,34,162,0
16,30,99,1735654269,4,2,3,-2,76,76000,181,184,0
16,30,99,1735654347,5,4,3,-2,78,78000,165,165,0
16,30,99,1735654442,7,2,3,-2,54,54000,121,188,0
16,30,99,1735654485,5,9,3,-2,73,73000,145,150,0
16,30,99,1735654567,2,0,3,-2,79,79000,196,196,0
16,30,99,1735654643,8,6,3,-2,73,73000,179,179,0
16,30,99,1735654722,5,0,3,-2,53,53000,107,171,0
16,30,99,1735654774,7,4,3,-2,17,17000,49,151,0
16,30,99,1735654793,7,6,3,-2,84,84000,178,178,0
16,30,99,1735654894,6,2,3,-2,75,75000,170,182,0
16,30,99,1735654974,2,1,3,-2,37,37000,86,157,0
16,30,99,1735655029,4,4,3,-2,31,31000,77,153,0
16,30,99,1735655052,6,3,3,-2,16,16000,53,184,0
16,30,99,1735655067,3,1,3,-2,37,37000,90,178,0
16,30,99,1735655112,3,1,3,-2,81,81000,192,192,0
16,30,99,1735655194,6,4,3,-2,32,32000,79,155,0
16,30,99,1735655229,3,3,3,-2,146,146000,150,151,0
16,30,99,1735655382,2,2,3,-2,74,74000,182,186,0
16,30,99,1735655484,3,1,3,-2,75,75000,182,182,0
16,30,99,1735655557,5,2,3,-2,84,84000,166,166,0
16,30,99,1735655634,6,2,3,-2,66,66000,155,155,0
16,30,99,1735655891,4,0,3,-2,76,76000,153,179,0
16,30,99,1735655941,7,4,3,-2,84,84000,202,202,0
16,30,99,1735656035,3,1,3,-2,59,59000,175,222,0
16,30,99,1735656191,3,0,3,-2,45,45000,101,182,0
16,30,99,1735656240,7,4,3,-2,19,19000,33,160,0
16,30,99,1735656266,6,2,3,-2,73,73000,164,189,0
16,30,99,1735656359,5,6,3,-2,33,33000,77,171,0
16,30,99,1735656375,2,8,3,-2,69,69000,162,162,0
16,30,99,1735656475,4,3,3,-2,17,17000,24,145,0
16,30,99,1735656508,6,1,3,-2,79,79000,199,199,0
16,30,99,1735656584,5,4,3,-2,29,29000,54,171,0
16,30,99,1735656612,5,19,3,-2,67,67000,182,194,0
16,30,99,1735656682,6,9,3,-2,10,10000,22,205,0
16,30,99,1735656697,5,2,3,-2,11,11000,22,158,0
16,30,99,1735656708,5,4,3,-2,55,55000,143,174,0
16,30,99,1735656769,4,4,3,-2,11,11000,26,168,0
16,30,99,1735656782,6,3,3,-2,73,73000,162,162,0
16,30,99,1735656869,6,4,3,-2,23,23000,44,119,0
16,30,99,1735656886,9,6,3,-2,15,15000,39,156,0
16,30,99,1735656912,4,2,3,-2,52,52000,122,179,0
16,30,99,1735656959,6,2,3,-2,17,17000,42,163,0
16,30,99,1735656985,4,3,3,-2,12,12000,28,194,0
16,30,99,1735657000,4,3,3,-2,46,46000,104,177,0
16,30,99,1735657049,8,3,3,-2,76,76000,145,145,0
16,30,99,1735657125,8,0,3,-2,21,21000,49,145,0
16,30,99,1735657150,6,0,3,-2,79,79000,210,210,0
16,30,99,1735657454,6,0,3,-2,25,25000,45,177,0
16,30,99,1735657458,4,2,3,-2,28,28000,55,139,0
16,30,99,1735657492,4,1,3,-2,26,26000,60,151,0
16,30,99,1735657519,7,6,3,-2,79,79000,194,194,0
16,30,99,1735657604,4,1,3,-2,32,32000,88,172,0
16,30,99,1735657641,4,1,3,-2,75,75000,165,165,0
16,30,99,1735657714,5,1,3,-2,42,42000,86,177,0
16,30,99,1735657761,7,7,3,-2,4,4000,10,206,0
16,30,99,1735657767,2,3,3,-2,3,3000,5,190,0
16,30,99,1735657771,4,1,3,-2,2,2000,1,165,0
16,30,99,1735657775,4,1,3,-2,34,34000,68,176,0
16,30,99,1735657815,3,4,3,-2,17,17000,36,166,0
16,30,99,1735657833,6,0,3,-2,22,22000,54,158,0
16,30,99,1735657858,8,3,3,-2,27,27000,65,176,0
16,30,99,1735657889,4,5,3,-2,1,1000,5,166,0
16,30,99,1735657895,2,20,3,-2,80,80000,193,193,0
16,30,99,1735657987,5,5,3,-2,82,82000,192,192,0
16,30,99,1735658070,5,5,3,-2,11,11000,36,217,0
16,30,99,1735658080,4,1,3,-2,5,5000,10,149,0
16,30,99,1735658087,3,3,3,-2,5,5000,14,226,0
16,30,99,1735658111,3,1,3,-2,4,4000,7,203,0
16,30,99,1735658115,3,2,3,-2,77,77000,168,168,0
16,30,99,1735658211,3,7,3,-2,2,2000,7,149,0
16,30,99,1735658206,5,6,3,-2,69,69000,129,155,0
16,30,99,1735658271,6,10,3,-2,78,78000,157,157,0
16,30,99,1735658361,7,6,3,-2,13,13000,35,170,0
16,30,99,1735658377,5,2,3,-2,71,71000,155,155,0
16,30,99,1735831199,5,1,3,-2,7,7000,24,158,0
16,30,99,1735831209,3,0,3,-2,77,77000,168,168,0
16,30,99,1735831285,2,3,3,-2,37,37000,93,206,0
16,30,99,1735831323,3,2,3,-2,62,62000,146,189,0
16,30,99,1735831392,5,3,3,-2,41,41000,104,189,0
16,30,99,1735831432,3,1,3,-2,75,75000,170,170,0
16,30,99,1735831524,3,2,3,-2,14,14000,28,192,0
16,30,99,1735831531,2,5,3,-2,81,81000,180,180,0
16,30,99,1735831612,6,0,3,-2,65,65000,132,132,0
16,30,99,1735831730,3,1,3,-2,31,31000,66,191,0
16,30,99,1735831755,3,4,3,-2,73,73000,162,162,0
16,30,99,1735831832,6,2,3,-2,37,37000,85,162,0
16,30,99,1735831868,4,5,3,-2,74,74000,165,165,0
16,30,99,1735831946,5,3,3,-2,52,52000,111,153,0
16,30,99,1735832008,4,7,3,-2,68,68000,148,165,0
16,30,99,1735915658,4,1,3,-2,89,89000,197,197,0
16,30,99,1735915745,3,3,3,-2,68,68000,144,179,0
16,30,99,1735915824,5,1,3,-2,14,14000,26,145,0
16,30,99,1735915843,7,4,3,-2,74,74000,162,162,0
16,30,99,1735915923,6,2,3,-2,68,68000,133,206,0
16,30,99,1735915991,4,2,3,-2,23,23000,48,167,0
16,30,99,1735916022,4,2,3,-2,10,10000,14,173,0
16,30,99,1735916042,6,2,3,-2,72,72000,133,153,0
16,30,99,1735916111,5,3,3,-2,19,19000,50,188,0
16,30,99,1735916143,6,4,3,-2,14,14000,30,158,0
16,30,99,1735916159,6,6,3,-2,10,10000,12,147,0
16,30,99,1735916164,5,2,3,-2,71,71000,170,170,0
16,30,99,1735916266,5,1,3,-2,23,23000,55,153,0
16,30,99,1735916287,3,0,3,-2,16,16000,46,195,0
16,30,99,1735916307,6,3,3,-2,13,13000,33,164,0
16,30,99,1735916323,6,1,3,-2,5,5000,15,190,0
16,30,99,1735916342,6,1,3,-2,25,25000,65,176,0
16,30,99,1735916365,6,4,3,-2,28,28000,60,167,0
16,30,99,1735916391,3,2,3,-2,21,21000,48,196,0
16,30,99,1735916414,6,1,3,-2,74,74000,180,180,0
16,30,99,1735916493,3,1,3,-2,4,4000,7,158,0
16,30,99,1735916506,6,3,3,-2,19,19000,34,149,0
16,30,99,1735916527,7,6,3,-2,44,44000,101,161,0
16,30,99,1735916576,3,2,3,-2,19,19000,45,187,0
16,30,99,1735916596,7,7,3,-2,26,26000,52,170,0
16,30,99,1735916634,5,3,3,-2,76,76000,169,169,0
16,30,99,1735916748,3,3,3,-2,75,75000,187,187,0
16,30,99,1735916834,8,1,3,-2,75,75000,140,140,0
16,30,99,1735916918,4,2,3,-2,70,70000,156,156,0
16,30,99,1735917006,4,3,3,-2,37,37000,80,165,0
16,30,99,1735917279,3,1,3,-2,3,3000,6,155,0
16,30,99,1735917278,5,2,3,-2,16,16000,31,157,0
16,30,99,1735917300,6,1,3,-2,85,85000,165,165,0
16,30,99,1735917388,9,1,3,-2,73,73000,142,149,0
16,30,99,1735917489,2,0,3,-2,21,21000,18,159,0
16,30,99,1735917510,4,3,3,-2,88,88000,184,185,0
16,30,99,1735917605,5,2,3,-2,83,83000,154,154,0
16,30,99,1735917688,5,0,3,-2,56,56000,130,189,0
16,30,99,1735917757,2,4,3,-2,73,73000,172,191,0
16,30,99,1735917831,5,4,3,-2,41,41000,80,154,0
16,30,99,1735917883,5,5,3,-2,78,78000,144,144,0
16,30,99,1735917968,5,3,3,-2,2,2000,1,134,0
16,30,99,1735917961,3,3,3,-2,2,2000,4,159,0
16,30,99,1735917974,6,2,3,-2,71,71000,154,154,0
16,30,99,1735918059,3,1,3,-2,50,50000,87,161,0
16,30,99,1735918113,4,4,3,-2,29,29000,56,169,0
16,30,99,1735918140,4,4,3,-2,30,30000,52,176,0
16,30,99,1735918184,1,1,3,-2,86,86000,117,190,0
16,30,99,1735918267,3,3,3,-2,28,28000,61,182,0
16,30,99,1735918294,4,2,3,-2,54,54000,111,193,0
16,30,99,1735918357,5,3,3,-2,108,108000,168,179,0
16,30,99,1735918467,6,2,3,-2,57,57000,93,169,0
16,30,99,1735918526,4,1,3,-2,107,107000,180,193,0
16,30,99,1735918656,2,3,3,-2,98,98000,153,153,0
16,30,99,1735918751,2,3,3,-2,104,104000,163,163,0
16,30,99,1735918861,3,1,3,-2,23,23000,39,186,0
16,30,99,1735918886,4,4,3,-2,113,113000,164,164,0
16,30,99,1735919016,3,2,3,-2,22,22000,44,189,0
16,30,99,1735919028,6,4,3,-2,67,67000,107,149,0
16,30,99,1735919117,4,5,3,-2,62,62000,58,116,0
16,30,99,1735919163,5,3,3,-2,110,110000,188,189,0
16,30,99,1735919283,4,4,3,-2,63,63000,93,158,0
16,30,99,1735919356,2,3,3,-2,46,46000,87,154,0
16,30,99,1735919412,4,2,3,-2,32,32000,38,140,0
16,30,99,1735919436,4,3,3,-2,87,87000,139,165,0
16,30,99,1735919547,5,19,3,-2,108,108000,157,165,0
16,30,99,1735919639,6,2,3,-2,15,15000,26,166,0
16,30,99,1735919658,2,10,3,-2,13,13000,28,168,0
16,30,99,1735919674,5,3,3,-2,65,65000,130,196,0
16,30,99,1735919743,6,3,3,-2,94,94000,155,163,0
16,30,99,1735919843,7,3,3,-2,42,42000,56,168,0
16,30,99,1735919888,4,1,3,-2,108,108000,185,185,0
16,30,99,1735920011,4,1,3,-2,115,115000,156,161,0
16,30,99,1735920123,2,2,3,-2,115,115000,173,173,0
16,30,99,1735920272,5,4,3,-2,15,15000,22,157,0
16,30,99,1735920264,4,3,3,-2,50,50000,78,156,0
16,30,99,1735920320,5,3,3,-2,63,63000,119,208,0
16,30,99,1735920383,5,2,3,-2,15,15000,31,174,0
16,30,99,1735920408,6,1,3,-2,109,109000,180,180,0
16,30,99,1735920516,6,1,3,-2,61,61000,134,206,0
16,30,99,1735920585,5,0,3,-2,100,100000,171,171,0
16,30,99,1735920701,5,3,3,-2,108,108000,178,178,0
16,30,99,1735920813,4,4,3,-2,36,36000,75,210,0
16,30,99,1735920856,6,5,3,-2,96,96000,136,178,0
16,30,99,1735920954,7,2,3,-2,90,90000,145,169,0
16,30,99,1735921055,8,2,3,-2,18,18000,18,147,0
16,30,99,1735921066,5,2,3,-2,91,91000,159,176,0
16,30,99,1736004380,3,3,3,-2,3,3000,6,183,0
16,30,99,1736004380,4,4,3,-2,85,85000,183,183,0
16,30,99,1736004468,4,2,3,-2,91,91000,173,173,0
16,30,99,1736004559,3,3,3,-2,70,70000,142,142,0
16,30,99,1736004660,2,2,3,-2,55,55000,139,209,0
16,30,99,1736004717,5,2,3,-2,84,84000,136,198,0
16,30,99,1736004806,5,3,3,-2,35,35000,68,151,0
16,30,99,1736004846,2,3,3,-2,23,23000,35,220,0
16,30,99,1736004871,6,2,3,-2,46,46000,108,151,0
16,30,99,1736004922,5,10,3,-2,72,72000,173,173,0
16,30,99,1736004994,4,1,3,-2,88,88000,150,155,0
16,30,99,1736005090,6,2,3,-2,11,11000,31,211,0
16,30,99,1736005105,3,1,3,-2,67,67000,143,150,0
16,30,99,1736005346,4,0,3,-2,34,34000,93,172,0
16,30,99,1736005385,4,8,3,-2,75,75000,168,168,0
16,30,99,1736005474,4,2,3,-2,42,42000,89,161,0
16,30,99,1736005508,6,7,3,-2,79,79000,154,154,0
16,30,99,1736005588,4,2,3,-2,56,56000,110,155,0
16,30,99,1736005655,4,4,3,-2,71,71000,162,162,0
16,30,99,1736005735,6,0,3,-2,77,77000,138,156,0
16,30,99,1736005820,5,4,3,-2,44,44000,91,161,0
16,30,99,1736005848,4,5,3,-2,64,64000,134,173,0
16,30,99,1736005918,3,5,3,-2,74,74000,144,144,0
16,30,99,1736006006,4,4,3,-2,78,78000,166,166,0
16,30,99,1736090091,4,1,3,-2,71,71000,156,162,0
16,30,99,1736090157,2,2,3,-2,77,77000,162,162,0
16,30,99,1736090267,3,5,3,-2,2,2000,8,168,0
16,30,99,1736090240,3,0,3,-2,25,25000,50,182,0
16,30,99,1736090272,7,2,3,-2,73,73000,141,151,0
16,30,99,1736090356,4,1,3,-2,88,88000,185,185,0
16,30,99,1736090434,2,2,3,-2,83,83000,180,181,0
16,30,99,1736090523,5,6,3,-2,73,73000,151,161,0
16,30,99,1736090598,4,2,3,-2,33,33000,78,181,0
16,30,99,1736090635,5,1,3,-2,25,25000,47,152,0
16,30,99,1736090668,6,0,3,-2,72,72000,135,135,0
16,30,99,1736090741,0,0,3,-2,81,81000,167,167,0
16,30,99,1736090827,8,0,3,-2,8,8000,22,186,0
16,30,99,1736090835,5,0,3,-2,70,70000,149,149,0
16,30,99,1736090935,5,6,3,-2,78,78000,168,168,0
16,30,99,1736091012,6,4,3,-2,81,81000,210,210,0
16,30,99,1736091136,3,1,3,-2,9,9000,24,156,0
16,30,99,1736091147,5,3,3,-2,78,78000,175,175,0
16,30,99,1736091220,5,6,3,-2,76,76000,160,160,0
16,30,99,1736091300,4,5,3,-2,74,74000,143,143,0
16,30,99,1736091376,6,5,3,-2,94,94000,190,190,0
16,30,99,1736091474,3,4,3,-2,70,70000,152,152,0
16,30,99,1736091573,3,1,3,-2,21,21000,40,163,0
16,30,99,1736091599,4,1,3,-2,45,45000,92,156,0
16,30,99,1736091649,4,5,3,-2,18,18000,26,179,0
16,30,99,1736091670,5,0,3,-2,5,5000,14,173,0
16,30,99,1736091672,6,2,3,-2,10,10000,17,142,0
16,30,99,1736091691,5,0,3,-2,71,71000,155,155,0
16,30,99,1736091759,5,6,3,-2,77,77000,182,182,0
16,30,99,1736091865,4,2,3,-2,28,28000,80,183,0
16,30,99,1736091897,4,4,3,-2,76,76000,158,162,0
16,30,99,1736091978,6,6,3,-2,87,87000,181,185,0
16,30,99,1736092068,8,2,3,-2,72,72000,165,165,0
16,30,99,1736092145,5,3,3,-2,35,35000,81,187,0
16,30,99,1736092194,6,4,3,-2,44,44000,89,185,0
16,30,99,1736092231,5,3,3,-2,89,89000,136,168,1
16,30,99,1736092326,3,2,3,-2,28,28000,49,161,0
16,30,99,1736092364,5,1,3,-2,26,26000,66,172,0
16,30,99,1736092394,5,5,3,-2,63,63000,145,159,0
16,30,99,1736092460,3,5,3,-2,42,42000,81,162,0
16,30,99,1736092509,5,7,3,-2,70,70000,168,168,0
16,30,99,1736136908,4,1,3,-2,59,59000,99,131,0
16,30,99,1736136969,2,3,3,-2,82,82000,203,203,0
16,30,99,1736137068,4,3,3,-2,75,75000,172,172,0
16,30,99,1736137134,4,1,3,-2,74,74000,141,141,0
16,30,99,1736137216,4,5,3,-2,81,81000,183,200,0
16,30,99,1736137372,4,0,3,-2,71,71000,166,166,0
16,30,99,1736137474,3,5,3,-2,2,2000,1,186,0
16,30,99,1736137479,4,3,3,-2,29,29000,63,203,0
16,30,99,1736137510,4,4,3,-2,42,42000,96,171,0
16,30,99,1736137550,6,2,3,-2,71,71000,146,146,0
16,30,99,1736137626,6,3,3,-2,81,81000,167,174,0
16,30,99,1736137708,5,8,3,-2,39,39000,93,221,0
16,30,99,1736137751,7,5,3,-2,54,54000,131,174,0
16,30,99,1736137811,4,7,3,-2,79,79000,157,157,0
16,30,99,1736137894,5,2,3,-2,5,5000,9,174,0
16,30,99,1736137907,4,1,3,-2,79,79000,174,174,0
16,30,99,1736137993,3,4,3,-2,36,36000,92,151,0
16,30,99,1736138037,4,5,3,-2,77,77000,187,187,0
16,30,99,1736138130,5,1,3,-2,75,75000,154,154,0
16,30,99,1736138189,3,1,3,-2,74,74000,146,162,0
16,30,99,1736138271,5,5,3,-2,67,67000,172,175,0
16,30,99,1736138336,6,6,3,-2,1,1000,1,155,0
16,30,99,1736138350,6,3,3,-2,24,24000,56,200,0
16,30,99,1736138368,5,5,3,-2,76,76000,171,171,0
16,30,99,1736138448,6,4,3,-2,37,37000,82,187,0
16,30,99,1736138490,3,2,3,-2,23,23000,45,158,0
16,30,99,1736138513,5,4,3,-2,4,4000,8,173,0
16,30,99,1736138520,2,1,3,-2,81,81000,171,171,0
16,30,99,1736138604,3,6,3,-2,23,23000,44,182,0
16,30,99,1736138631,4,3,3,-2,5,5000,10,173,0
16,30,99,1736138645,3,4,3,-2,48,48000,104,157,0
16,30,99,1736138689,4,6,3,-2,15,15000,27,169,0
16,30,99,1736138710,4,4,3,-2,49,49000,134,174,0
16,30,99,1736138763,4,3,3,-2,20,20000,65,204,0
16,30,99,1736138788,4,0,3,-2,24,24000,61,176,0
16,30,99,1736138809,6,0,3,-2,69,69000,158,158,0
16,30,99,1736138919,4,2,3,-2,71,71000,194,194,0
16,30,99,1736139075,4,1,3,-2,81,81000,176,176,0
16,30,99,1736139155,4,4,3,-2,67,67000,173,179,0
16,30,99,1736139232,6,0,3,-2,54,54000,124,166,0
16,30,99,1736139288,6,1,3,-2,3,3000,6,175,0
16,30,99,1736139288,5,2,3,-2,82,82000,161,161,0
16,30,99,1736139387,8,5,3,-2,82,82000,184,188,0
16,30,99,1736139474,8,6,3,-2,74,74000,168,168,0
16,30,99,1736139537,6,8,3,-2,62,62000,146,146,0
16,30,99,1736139963,3,2,3,-2,48,48000,92,179,0
16,30,99,1736150469,4,4,3,-2,23,23000,35,180,0
16,30,99,1736150506,7,1,3,-2,86,86000,182,182,0
16,30,99,1736150587,6,1,3,-2,84,84000,167,167,0
16,30,99,1736150671,4,2,3,-2,26,26000,49,177,0
16,30,99,1736150691,5,4,3,-2,46,46000,66,159,0
16,30,99,1736150744,7,8,3,-2,88,88000,198,198,0
16,30,99,1736150831,4,2,3,-2,86,86000,158,158,0
16,30,99,1736150928,9,3,3,-2,71,71000,141,187,0
16,30,99,1736151002,7,5,3,-2,74,74000,173,173,0
16,30,99,1736151091,5,2,3,-2,82,82000,178,178,0
16,30,99,1736151166,6,6,3,-2,19,19000,57,188,0
16,30,99,1736151182,6,2,3,-2,89,89000,177,177,0
16,30,99,1736151276,5,5,3,-2,74,74000,162,162,0
16,30,99,1736151350,7,3,3,-2,23,23000,28,152,0
16,30,99,1736151376,7,3,3,-2,81,81000,186,186,0
16,30,99,1736151507,5,3,3,-2,76,76000,183,183,0
16,30,99,1736151576,3,2,3,-2,21,21000,54,174,0
16,30,99,1736151602,2,6,3,-2,29,29000,55,177,0
16,30,99,1736151656,7,3,3,-2,69,69000,137,137,0
16,30,99,1736151782,4,3,3,-2,73,73000,179,179,0
16,30,99,1736151859,8,3,3,-2,73,73000,198,198,0
16,30,99,1736152020,3,1,3,-2,80,80000,185,185,0
16,30,99,1736152135,6,2,3,-2,80,80000,180,180,0
16,30,99,1736152218,7,2,3,-2,71,71000,164,164,0
16,30,99,1736152294,6,1,3,-2,9,9000,21,157,0
16,30,99,1736152302,7,3,3,-2,30,30000,68,147,0
16,30,99,1736152338,6,5,3,-2,43,43000,90,176,0
16,30,99,1736152380,5,6,3,-2,91,91000,169,176,0
16,30,99,1736152482,5,4,3,-2,25,25000,44,135,0
16,30,99,1736152508,6,2,3,-2,25,25000,63,184,0
16,30,99,1736152530,4,1,3,-2,73,73000,159,159,0
16,30,99,1736152609,5,3,3,-2,55,55000,128,214,0
16,30,99,1736152677,6,3,3,-2,33,33000,59,155,0
16,30,99,1736152704,6,5,3,-2,64,64000,124,139,0
16,30,99,1736152789,6,6,3,-2,88,88000,208,208,0
16,30,99,1736152862,9,1,3,-2,62,62000,138,176,0
16,30,99,1736152923,6,3,3,-2,63,63000,125,173,0
16,30,99,1736152992,6,3,3,-2,67,67000,125,125,0
16,30,99,1736153132,4,3,3,-2,21,21000,52,176,0
16,30,99,1736153151,5,4,3,-2,71,71000,143,150,0
16,30,99,1736153228,4,2,3,-2,67,67000,174,174,0
16,30,99,1736153367,5,4,3,-2,5,5000,6,196,0
16,30,99,1736153367,4,3,3,-2,85,85000,196,196,0
16,30,99,1736153469,7,3,3,-2,39,39000,94,199,0
16,30,99,1736153497,4,0,3,-2,23,23000,66,205,0
16,30,99,1736153535,6,4,3,-2,37,37000,80,145,0
16,30,99,1736153569,4,5,3,-2,69,69000,168,168,0
16,30,99,1736153682,3,0,3,-2,76,76000,181,181,0
16,30,99,1736153763,5,3,3,-2,78,78000,202,202,0
16,30,99,1736153846,6,6,3,-2,1,1000,1,172,0
16,30,99,1736153849,5,3,3,-2,32,32000,73,184,0
16,30,99,1736153882,5,5,3,-2,69,69000,145,165,0
16,30,99,1736153961,2,5,3,-2,74,74000,166,166,0
16,30,99,1736154030,7,4,3,-2,68,68000,144,144,0
16,30,99,1736154147,5,3,3,-2,83,83000,205,205,0
16,30,99,1736154234,6,2,3,-2,96,96000,161,161,0
16,30,99,1736154422,3,0,3,-2,13,13000,29,203,0
16,30,99,1736154439,4,7,3,-2,9,9000,21,167,0
16,30,99,1736154446,6,2,3,-2,71,71000,160,170,0
16,30,99,1736154562,5,4,3,-2,36,36000,74,141,0
16,30,99,1736154597,5,4,3,-2,68,68000,150,150,0
16,30,99,1736154759,5,2,3,-2,87,87000,171,187,0
16,30,99,1736154856,8,4,3,-2,24,24000,70,193,0
16,30,99,1736154875,7,3,3,-2,79,79000,197,197,0
16,30,99,1736154969,3,4,3,-2,3,3000,4,173,0
16,30,99,1736154963,6,2,3,-2,75,75000,167,167,0
16,30,99,1736155038,9,4,3,-2,2,2000,2,143,0
16,30,99,1736155058,5,3,3,-2,40,40000,99,209,0
16,30,99,1736155105,3,8,3,-2,10,10000,28,186,0
16,30,99,1736155114,6,8,3,-2,79,79000,161,161,0
16,30,99,1736155197,5,3,3,-2,78,78000,204,204,0
16,30,99,1736155292,4,3,3,-2,69,69000,165,165,0
16,30,99,1736155392,6,5,3,-2,72,72000,174,174,0
